Handle,SKU,Name,Category,Description,Sold by weight,Option 1 name,Option 1 value,Option 2 name,Option 2 value,Option 3 name,Option 3 value,Default price,Cost,Barcode,SKU of included item,Quantity of included item,Track stock,Available for sale [MCC],Price [MCC],In stock [MCC],Low stock [MCC],Available for sale [MOE],Price [MOE],In stock [MOE],Low stock [MOE],Available for sale [WareHouse],Price [WareHouse],In stock [WareHouse],Low stock [WareHouse],"Tax - ""VAT"" (5%)"
ring-2601160404,2601160404,Ring 2601160404,Ring,<p>Silver925 18kGP Zircon</p>,Y,,,,,,,140.00,105.00,2026011604042,,,Y,N,140.00,0.000,,Y,140.00,3.000,1.000,Y,140.00,0.000,,Y
ring-2601160405,2601160405,Ring 2601160405,Ring,<p>Silver925 18kGP Zircon</p>,Y,,,,,,,140.00,105.00,2026011604059,,,Y,N,140.00,0.000,,Y,140.00,2.000,1.000,Y,140.00,0.000,,Y
ring-2601160406,2601160406,Ring 2601160406,Ring,<p>Silver925 18kGP Zircon</p>,Y,,,,,,,140.00,105.00,2026011604066,,,Y,N,140.00,0.000,,Y,140.00,0.000,1.000,Y,140.00,0.000,,Y
ring-2601160407,2601160407,Ring 2601160407,Ring,<p>Silver925 18kGP Zircon</p>,Y,,,,,,,190.00,142.50,2026011604073,,,Y,N,190.00,0.000,,Y,190.00,3.000,1.000,Y,190.00,0.000,,Y
ring-2601160408,2601160408,Ring 2601160408,Ring,<p>Silver925 18kGP Zircon</p>,Y,,,,,,,190.00,142.50,2026011604080,,,Y,N,190.00,0.000,,Y,190.00,1.000,1.000,Y,190.00,0.000,,Y
ring-2601160409,2601160409,Ring 2601160409,Ring,Silver925 18kGP Zircon,Y,,,,,,,190.00,142.50,2026011604097,,,Y,Y,190.00,2.000,1.000,Y,190.00,0.000,1.000,Y,190.00,0.000,,Y
ring-2601160410,2601160410,Ring 2601160410,Ring,Silver925 18kGP Zircon,Y,,,,,,,190.00,142.50,2026011604103,,,Y,Y,190.00,2.000,1.000,Y,190.00,0.000,1.000,Y,190.00,0.000,,Y
ring-2601170401,2601170401,Ring 2601170401,Ring,<p>SS 18kGP</p>,Y,,,,,,,150.00,112.50,2026011704018,,,Y,N,150.00,0.000,,Y,150.00,2.000,1.000,Y,150.00,0.000,,Y
ring-2601170402,2601170402,Ring 2601170402,Ring,<p>SS 18kGP</p>,Y,,,,,,,150.00,112.50,2026011704025,,,Y,N,150.00,0.000,,Y,150.00,2.000,1.000,Y,150.00,0.000,,Y
ring-2601170403,2601170403,Ring 2601170403,Ring,<p>SS 18kGP</p>,Y,,,,,,,150.00,112.50,2026011704032,,,Y,N,150.00,0.000,,Y,150.00,3.000,1.000,Y,150.00,0.000,,Y
ring-2601170404,2601170404,Ring 2601170404,Ring,<p>SS 18kGP</p>,Y,,,,,,,160.00,120.00,2026011704049,,,Y,N,160.00,0.000,,Y,160.00,2.000,1.000,Y,160.00,0.000,,Y
ring-2601170405,2601170405,Ring 2601170405,Ring,<p>SS 18kGP</p>,Y,,,,,,,160.00,120.00,2026011704056,,,Y,N,160.00,0.000,,Y,160.00,2.000,1.000,Y,160.00,0.000,,Y
ring-2601170406,2601170406,Ring 2601170406,Ring,<p>SS 18kGP</p>,Y,,,,,,,160.00,120.00,2026011704063,,,Y,N,160.00,0.000,,Y,160.00,3.000,1.000,Y,160.00,0.000,,Y
ring-2601170407,2601170407,Ring 2601170407,Ring,SS 18kGP,Y,,,,,,,180.00,135.00,2026011704070,,,Y,Y,180.00,3.000,1.000,Y,180.00,3.000,1.000,Y,180.00,0.000,,Y
ring-2601170408,2601170408,Ring 2601170408,Ring,<p>SS 18kGP FW Pearl</p>,Y,,,,,,,130.00,97.50,2026011704087,,,Y,N,130.00,0.000,,Y,130.00,9.000,1.000,Y,130.00,0.000,,Y
ring-2601170409,2601170409,Ring 2601170409,Ring,<p>SS 18kGP Glass Stone</p>,Y,,,,,,,240.00,180.00,2026011704094,,,Y,N,240.00,0.000,,Y,240.00,2.000,1.000,Y,240.00,0.000,,Y
ring-2601170410,2601170410,Ring 2601170410,Ring,<p>SS 18kGP Glass Stone</p>,Y,,,,,,,240.00,180.00,2026011704100,,,Y,N,240.00,0.000,,Y,240.00,4.000,1.000,Y,240.00,0.000,,Y
ring-2601180401,2601180401,Ring 2601180401,Ring,<p>SS 18kGP Glass Stone</p>,Y,,,,,,,240.00,180.00,2026011804015,,,Y,Y,240.00,2.000,1.000,Y,240.00,2.000,1.000,Y,240.00,0.000,,Y
ring-2601180402,2601180402,Ring 2601180402,Ring,SS 18kGP Glass Stone,Y,,,,,,,240.00,180.00,2026011804022,,,Y,Y,240.00,2.000,1.000,Y,240.00,0.000,1.000,Y,240.00,0.000,,Y
ring-2601180403,2601180403,Ring 2601180403,Ring,<p>SS 18kGP Glass Stone</p>,Y,,,,,,,250.00,187.50,2026011804039,,,Y,N,250.00,0.000,,Y,250.00,3.000,1.000,Y,250.00,0.000,,Y
ring-2601180404,2601180404,Ring 2601180404,Ring,SS 18kGP Natural Stone,Y,,,,,,,150.00,112.50,2026011804046,,,Y,Y,150.00,1.000,1.000,Y,150.00,3.000,1.000,Y,150.00,0.000,,Y
ring-2601180405,2601180405,Ring 2601180405,Ring,SS 18kGP Natural Stone,Y,,,,,,,150.00,112.50,2026011804053,,,Y,Y,150.00,3.000,1.000,Y,150.00,3.000,1.000,Y,150.00,0.000,,Y
ring-2601180406,2601180406,Ring 2601180406,Ring,SS 18kGP Natural Stone,Y,,,,,,,160.00,120.00,2026011804060,,,Y,Y,160.00,3.000,1.000,Y,160.00,3.000,1.000,Y,160.00,0.000,,Y
ring-2601180407,2601180407,Ring 2601180407,Ring,SS 18kGP Natural Stone,Y,,,,,,,160.00,120.00,2026011804077,,,Y,Y,160.00,0.000,1.000,Y,160.00,0.000,1.000,Y,160.00,0.000,,Y
ring-2601180408,2601180408,Ring 2601180408,Ring,<p>SS 18kGP Tiger Eye</p>,Y,,,,,,,160.00,120.00,2026011804084,,,Y,N,160.00,0.000,,Y,160.00,1.000,1.000,Y,160.00,0.000,,Y
ring-2601180409,2601180409,Ring 2601180409,Ring,SS 18kGP Turquoise,Y,,,,,,,150.00,112.50,2026011804091,,,Y,Y,150.00,0.000,1.000,Y,150.00,1.000,1.000,Y,150.00,0.000,,Y
ring-2601180410,2601180410,Ring 2601180410,Ring,<p>SS 18kGP Zircon</p>,Y,,,,,,,160.00,120.00,2026011804107,,,Y,N,160.00,0.000,,Y,160.00,3.000,1.000,Y,160.00,0.000,,Y
ring-2601190401,2601190401,Ring 2601190401,Ring,<p>SS 18kGP Zircon</p>,Y,,,,,,,180.00,135.00,2026011904012,,,Y,N,180.00,0.000,,Y,180.00,7.000,1.000,Y,180.00,0.000,,Y
ring-2601190402,2601190402,Ring 2601190402,Ring,SS 18kGP Zircon,Y,,,,,,,190.00,142.50,2026011904029,,,Y,Y,190.00,4.000,1.000,Y,190.00,4.000,1.000,Y,190.00,0.000,,Y
ring-2601190403,2601190403,Ring 2601190403,Ring,SS 18kGP Zircon,Y,,,,,,,190.00,142.50,2026011904036,,,Y,Y,190.00,3.000,1.000,Y,190.00,4.000,1.000,Y,190.00,0.000,,Y
ring-2602150401,2602150401,Ring 2602150401,Ring,<p>Brass 18kGP FW Pearl</p>,Y,,,,,,,180.00,135.00,2026021504011,,,Y,N,180.00,0.000,,Y,180.00,3.000,1.000,Y,180.00,0.000,,Y
ring-2602150402,2602150402,Ring 2602150402,Ring,<p>Brass 18kGP FW Pearl</p>,Y,,,,,,,180.00,135.00,2026021504028,,,Y,N,180.00,0.000,,Y,180.00,3.000,1.000,Y,180.00,0.000,,Y
ring-2602150403,2602150403,Ring 2602150403,Ring,<p>Brass 18kGP Zircon</p>,Y,,,,,,,180.00,135.00,2026021504035,,,Y,N,180.00,0.000,,Y,180.00,1.000,1.000,Y,180.00,0.000,,Y
ring-2602150404,2602150404,Ring 2602150404,Ring,<p>Brass 18kGP Zircon</p>,Y,,,,,,,180.00,135.00,2026021504042,,,Y,Y,180.00,1.000,1.000,Y,180.00,2.000,1.000,Y,180.00,0.000,,Y
ring-2602150405,2602150405,Ring 2602150405,Ring,Brass 18kGP Zircon,Y,,,,,,,180.00,135.00,2026021504059,,,Y,Y,180.00,3.000,1.000,Y,180.00,1.000,1.000,Y,180.00,0.000,,Y
ring-2602150406,2602150406,Ring 2602150406,Ring,Brass 18kGP Zircon,Y,,,,,,,220.00,165.00,2026021504066,,,Y,Y,220.00,1.000,1.000,Y,220.00,2.000,1.000,Y,220.00,0.000,,Y
ring-2602150407,2602150407,Ring 2602150407,Ring,Brass 18kGP Zircon,Y,,,,,,,240.00,180.00,2026021504073,,,Y,Y,240.00,0.000,1.000,Y,240.00,1.000,1.000,Y,240.00,0.000,,Y
ring-2602150408,2602150408,Ring 2602150408,Ring,Brass 18kGP Zircon,Y,,,,,,,240.00,180.00,2026021504080,,,Y,Y,240.00,3.000,1.000,Y,240.00,3.000,1.000,Y,240.00,0.000,,Y
ring-2602150409,2602150409,Ring 2602150409,Ring,<p>FW Pearl</p>,Y,,,,,,,140.00,105.00,2026021504097,,,Y,N,140.00,0.000,,Y,140.00,4.000,1.000,Y,140.00,0.000,,Y
ring-2602150410,2602150410,Ring 2602150410,Ring,<p>Silver925 High Carbon Diamond</p>,Y,,,,,,,520.00,390.00,2026021504103,,,Y,N,520.00,0.000,,Y,520.00,0.000,1.000,Y,520.00,0.000,,Y
ring-2602160401,2602160401,Ring 2602160401,Ring,<p>Silver925 18kGP High Carbon Diamond</p>,Y,,,,,,,450.00,337.50,2026021604018,,,Y,N,450.00,0.000,,Y,450.00,4.000,1.000,Y,450.00,0.000,,Y
ring-2602160402,2602160402,Ring 2602160402,Ring,<p>Silver925 18kGP High Carbon Diamond</p>,Y,,,,,,,800.00,600.00,2026021604025,,,Y,N,800.00,0.000,,Y,800.00,3.000,1.000,Y,800.00,0.000,,Y
ring-2602160403,2602160403,Ring 2602160403,Ring,<p>SS 18kGP</p>,Y,,,,,,,130.00,97.50,2026021604032,,,Y,N,130.00,0.000,,Y,130.00,2.000,1.000,Y,130.00,0.000,,Y
ring-2602160404,2602160404,Ring 2602160404,Ring,<p>SS 18kGP</p>,Y,,,,,,,130.00,97.50,2026021604049,,,Y,N,130.00,0.000,,Y,130.00,3.000,1.000,Y,130.00,0.000,,Y
ring-2602160405,2602160405,Ring 2602160405,Ring,<p>SS 18kGP</p>,Y,,,,,,,130.00,97.50,2026021604056,,,Y,N,130.00,0.000,,Y,130.00,3.000,1.000,Y,130.00,0.000,,Y
ring-2602160406,2602160406,Ring 2602160406,Ring,<p>SS 18kGP</p>,Y,,,,,,,130.00,97.50,2026021604063,,,Y,N,130.00,0.000,,Y,130.00,1.000,1.000,Y,130.00,0.000,,Y
ring-2602160407,2602160407,Ring 2602160407,Ring,<p>SS 18kGP</p>,Y,,,,,,,130.00,97.50,2026021604070,,,Y,N,130.00,0.000,,Y,130.00,2.000,1.000,Y,130.00,0.000,,Y
ring-2602160408,2602160408,Ring 2602160408,Ring,<p>SS 18kGP</p>,Y,,,,,,,130.00,97.50,2026021604087,,,Y,N,130.00,0.000,,Y,130.00,3.000,1.000,Y,130.00,0.000,,Y
ring-2602160409,2602160409,Ring 2602160409,Ring,<p>SS 18kGP</p>,Y,,,,,,,130.00,97.50,2026021604094,,,Y,N,130.00,0.000,,Y,130.00,3.000,1.000,Y,130.00,0.000,,Y
ring-2602160410,2602160410,Ring 2602160410,Ring,<p>SS 18kGP</p>,Y,,,,,,,150.00,112.50,2026021604100,,,Y,N,150.00,0.000,,Y,150.00,3.000,1.000,Y,150.00,0.000,,Y
ring-2602170401,2602170401,Ring 2602170401,Ring,<p>SS 18kGP</p>,Y,,,,,,,150.00,112.50,2026021704015,,,Y,N,150.00,0.000,,Y,150.00,3.000,1.000,Y,150.00,0.000,,Y
ring-2602170402,2602170402,Ring 2602170402,Ring,<p>SS 18kGP</p>,Y,,,,,,,150.00,112.50,2026021704022,,,Y,N,150.00,0.000,,Y,150.00,6.000,1.000,Y,150.00,0.000,,Y
ring-2602170403,2602170403,Ring 2602170403,Ring,<p>SS 18kGP</p>,Y,,,,,,,160.00,120.00,2026021704039,,,Y,N,160.00,0.000,,Y,160.00,3.000,1.000,Y,160.00,0.000,,Y
ring-2602170404,2602170404,Ring 2602170404,Ring,<p>SS 18kGP</p>,Y,,,,,,,160.00,120.00,2026021704046,,,Y,N,160.00,0.000,,Y,160.00,2.000,1.000,Y,160.00,0.000,,Y
ring-2602170405,2602170405,Ring 2602170405,Ring,SS 18kGP FW Pearl,Y,,,,,,,160.00,120.00,2026021704053,,,Y,Y,160.00,3.000,1.000,Y,160.00,1.000,1.000,Y,160.00,0.000,,Y
ring-2602170406,2602170406,Ring 2602170406,Ring,<p>SS 18kGP FW Pearl</p>,Y,,,,,,,200.00,150.00,2026021704060,,,Y,N,200.00,0.000,,Y,200.00,3.000,1.000,Y,200.00,0.000,,Y
ring-2602170408,2602170408,Ring 2602170408,Ring,<p>SS 18kGP Jade</p>,Y,,,,,,,150.00,112.50,2026021704084,,,Y,N,150.00,0.000,,Y,150.00,0.000,1.000,Y,150.00,0.000,,Y
ring-2602170409,2602170409,Ring 2602170409,Ring,<p>SS 18kGP Malachite</p>,Y,,,,,,,150.00,112.50,2026021704091,,,Y,N,150.00,0.000,,Y,150.00,0.000,1.000,Y,150.00,0.000,,Y
ring-2602170410,2602170410,Ring 2602170410,Ring,<p>SS 18kGP Natural Stone</p>,Y,,,,,,,150.00,112.50,2026021704107,,,Y,N,150.00,0.000,,Y,150.00,2.000,1.000,Y,150.00,0.000,,Y
ring-2602180401,2602180401,Ring 2602180401,Ring,<p>SS 18kGP Natural Stone</p>,Y,,,,,,,150.00,112.50,2026021804012,,,Y,Y,150.00,1.000,1.000,Y,150.00,1.000,1.000,Y,150.00,0.000,,Y
ring-2602180402,2602180402,Ring 2602180402,Ring,<p>SS 18kGP Natural Stone</p>,Y,,,,,,,180.00,135.00,2026021804029,,,Y,N,180.00,0.000,,Y,180.00,4.000,1.000,Y,180.00,0.000,,Y
ring-2602180403,2602180403,Ring 2602180403,Ring,<p>SS 18kGP Natural Stone</p>,Y,,,,,,,190.00,142.50,2026021804036,,,Y,Y,190.00,1.000,1.000,Y,190.00,0.000,1.000,Y,190.00,0.000,,Y
ring-2602180404,2602180404,Ring 2602180404,Ring,<p>SS 18kGP Shell</p>,Y,,,,,,,130.00,97.50,2026021804043,,,Y,N,130.00,0.000,,Y,130.00,0.000,1.000,Y,130.00,0.000,,Y
ring-2602180405,2602180405,Ring 2602180405,Ring,<p>SS 18kGP Shell</p>,Y,,,,,,,180.00,135.00,2026021804050,,,Y,N,180.00,0.000,,Y,180.00,2.000,1.000,Y,180.00,0.000,,Y
